1,0.049533,28.2
2,0.047169,56.8
3,0.046638,85.1
4,0.046210,113.3
5,0.045901,141.4
6,0.045657,169.9
7,0.045471,198.1
8,0.045346,226.3
9,0.045262,254.5
10,0.045193,282.7
11,0.045117,311.2
12,0.045036,339.3
13,0.044973,367.5
14,0.044910,395.6
15,0.044844,423.8
16,0.044763,452.4
17,0.044689,481.0
18,0.044621,509.1
19,0.044545,537.3
20,0.044471,565.6
21,0.044434,596.5
22,0.044406,624.9
23,0.044386,656.4
24,0.044349,686.5
25,0.044338,714.9
26,0.043820,743.2
27,0.043730,771.3
28,0.043683,799.5
29,0.043649,827.6
30,0.043659,855.8
31,0.043648,884.3
32,0.043633,912.6
33,0.043615,940.9
34,0.043619,969.0
35,0.043614,997.1
36,0.043602,1025.8
37,0.043592,1054.0
38,0.043591,1082.0
39,0.043591,1110.1
40,0.043578,1138.2
41,0.043572,1167.1
42,0.043567,1195.3
43,0.043574,1223.4
44,0.043561,1251.6
45,0.043554,1279.7
46,0.043548,1307.8
47,0.043556,1335.9
48,0.043544,1364.0
49,0.043541,1392.1
50,0.043531,1420.1
51,0.043492,1448.7
52,0.043469,1477.2
53,0.043451,1505.4
54,0.043425,1533.5
55,0.043468,1561.5
56,0.043456,1589.6
57,0.043444,1617.6
58,0.043427,1645.7
59,0.043465,1673.8
60,0.043447,1704.6
61,0.043443,1737.9
62,0.043430,1766.4
63,0.043456,1794.6
64,0.043448,1822.9
65,0.043438,1851.1
66,0.043432,1879.2
67,0.043447,1907.5
68,0.043449,1936.9
69,0.043436,1965.1
70,0.043428,1993.4
71,0.043450,2022.4
72,0.043445,2051.4
73,0.043432,2079.9
74,0.043427,2108.1
75,0.043449,2136.4
76,0.043439,2165.2
77,0.043422,2193.9
78,0.043418,2222.2
79,0.043432,2251.3
80,0.043435,2279.9
